,Movie Name,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross Collection,Certification,votes
375,The Equalizer, Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour,Action, Crime, Thriller,101.53,R ,"384,901"
376,From Dusk Till Dawn, Harvey Keitel, George Clooney, Juliette Lewis, Quentin Tarantino,Action, Crime, Horror,25.75,R ,"325,550"
377,Silverado, Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover,Action, Crime, Drama,33.20,PG-13 ,"46,358"
378,The Patriot, Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs,Action, Drama, History,113.33,R ,"282,928"
379,Point Break, Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty,Action, Crime, Thriller,43.22,R ,"191,670"
380,21 Jump Street, Jonah Hill, Channing Tatum, Ice Cube, Brie Larson,Action, Comedy, Crime,138.45,R ,"575,215"
381,Kingdom of Heaven, Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock,Action, Adventure, Drama,47.40,R ,"296,980"
382,Big Trouble in Little China, Kurt Russell, Kim Cattrall, Dennis Dun, James Hong,Action, Adventure, Comedy,11.10,PG-13 ,"146,650"
383,King Kong, Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann,Action, Adventure, Drama,218.08,PG-13 ,"433,503"
384,The Man from U, Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki,Action, Adventure, Comedy,45.45,PG-13 ,"319,982"
385,Ronin, Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård,Action, Crime, Thriller,41.62,R ,"188,443"
386,Rango, Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin,Animation, Action, Adventure,123.48,PG ,"278,485"
387,Natural Born Killers, Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield,Action, Crime, Drama,50.28,R ,"242,301"
388,They Live, Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower,Action, Horror, Sci-Fi,13.01,R ,"136,209"
389,The Matrix Reloaded, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving,Action, Sci-Fi,Nan,281.49,R ,"608,946"
390,I Am Legend, Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield,Action, Drama, Horror,256.39,PG-13 ,"780,366"
391,The Life Aquatic with Steve Zissou, Bill Murray, Owen Wilson, Anjelica Huston, Cate Blanchett,Action, Adventure, Comedy,24.01,R ,"203,297"
392,GoldenEye, Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen,Action, Adventure, Thriller,106.60,PG-13 ,"262,911"
393,Unbroken, Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund,Action, Biography, Drama,115.64,PG-13 ,"174,153"
394,Willow, Val Kilmer, Joanne Whalley, Warwick Davis, Jean Marsh,Action, Adventure, Drama,57.27,PG ,"126,910"
395,The Croods, Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener,Animation, Action, Adventure,187.17,PG ,"222,849"
396,RocknRolla, Gerard Butler, Tom Wilkinson, Idris Elba, Thandiwe Newton,Action, Crime, Thriller,5.69,R ,"258,718"
397,Dr, Sean Connery, Ursula Andress, Bernard Lee, Joseph Wiseman,Action, Adventure, Thriller,16.07,PG ,"172,805"
398,Old Henry, Tim Blake Nelson, Scott Haze, Gavin Lewis, Trace Adkins,Action, Drama, Western,Nan,Not Rated ,"30,276"
399,Friday Night Lights, Billy Bob Thornton, Jay Hernandez, Derek Luke, Lucas Black,Action, Drama, Sport,61.26,PG-13 ,"65,133"
400,Team America: World Police, Trey Parker, Matt Stone, Elle Russ, Kristen Miller,Action, Comedy,Nan,32.79,R ,"173,736"
401,Kung Fu Panda 2, Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman,Animation, Action, Adventure,165.25,PG ,"298,800"
402,Anthropoid, Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.,Action, Biography, Drama,2.96,R ,"50,953"
403,Star Trek VI: The Undiscovered Country, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Sci-Fi,74.89,PG ,"78,334"
404,Batman v Superman: Dawn of Justice, Amy Adams, Ben Affleck, Henry Cavill, Jesse Eisenberg,Action, Adventure, Sci-Fi,Nan,R ,"66,845"
405,In the Line of Fire, Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott,Action, Crime, Drama,102.31,R ,"108,628"
406,Rise of the Guardians, Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine,Animation, Action, Adventure,103.41,PG ,"183,524"
407,Lethal Weapon 2, Mel Gibson, Danny Glover, Joe Pesci, Patsy Kensit,Action, Crime, Thriller,147.25,R ,"182,055"
408,The Italian Job, Michael Caine, Noël Coward, Benny Hill, Raf Vallone,Action, Comedy, Crime,Nan,G ,"48,383"
409,Vanishing Point, Barry Newman, Cleavon Little, Charlotte Rampling, Dean Jagger,Action, Crime, Thriller,Nan,R ,"29,568"
410,War Horse, Jeremy Irvine, Emily Watson, David Thewlis, Benedict Cumberbatch,Action, Adventure, Drama,79.88,PG-13 ,"161,355"
411,Runaway Train, Jon Voight, Eric Roberts, Rebecca De Mornay, Kyle T. Heffner,Action, Adventure, Drama,7.94,R ,"30,992"
412,Magnum Force, Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul,Action, Crime, Mystery,4.56,R ,"64,189"
413,The Transformers: The Movie, Orson Welles, Robert Stack, Leonard Nimoy, Norman Alden,Animation, Action, Adventure,5.85,PG ,"40,736"
414,Arlington Road, Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis,Action, Crime, Drama,24.36,R ,"89,211"
415,The Way of the Dragon, Bruce Lee, Chuck Norris, Nora Miao, Ping-Ou Wei,Action, Adventure, Comedy,4.06,R ,"39,006"
416,The Hitcher, Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn,Action, Mystery, Thriller,5.84,R ,"50,180"
417,Kon-Tiki, Pål Sverre Hagen, Anders Baasmo, Gustaf Skarsgård, Odd-Magnus Williamson,Action, Adventure, Biography,1.52,PG-13 ,"50,503"
418,The Siege of Jadotville, Richard Lukunku, Danny Sapani, Andrew Stock, Mark Strong,Action, Drama, History,Nan,TV-MA ,"41,937"
419,Django, Franco Nero, José Canalejas, José Bódalo, Loredana Nusciak,Action, Drama, Western,0.03,Not Rated ,"29,418"
420,The Witcher: Nightmare of the Wolf, Theo James, Mary McDonnell, Lara Pulver, Graham McTavish,Animation, Action, Adventure,Nan,TV-MA ,"47,203"
421,Bajirao Mastani, Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas, Tanvi Azmi,Action, Drama, History,6.56,Not Rated ,"36,936"
422,'71, Jack O'Connell, Sam Reid, Sean Harris, Paul Popplewell,Action, Crime, Drama,1.27,R ,"58,156"
423,Harry Brown, Michael Caine, Emily Mortimer, David Bradley, Charlie Creed-Miles,Action, Crime, Drama,1.82,R ,"89,520"
424,Fist of Fury, Bruce Lee, Nora Miao, James Tien, Maria Yi,Action, Drama, Romance,1.29,R ,"32,051"
425,Marshland, Javier Gutiérrez, Raúl Arévalo, María Varod, Perico Cervantes,Action, Crime, Mystery,Nan,TV-MA ,"35,058"
426,The Good the Bad the Weird, Song Kang-ho, Lee Byung-hun, Jung Woo-sung, Je-mun Yun,Action, Adventure, Comedy,0.13,R ,"36,777"
427,Mongol: The Rise of Genghis Khan, Tadanobu Asano, Amadu Mamadakov, Khulan Chuluun, Honglei Sun,Action, Biography, Drama,5.70,R ,"47,964"
428,Final Fantasy VII: Advent Children, Takahiro Sakurai, Ayumi Ito, Shôtarô Morikubo, Maaya Sakamoto,Animation, Action, Adventure,Nan,PG-13 ,"57,228"
429,Holiday: A Soldier is Never Off Duty, Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan,Action, Crime, Thriller,0.71,Not Rated ,"29,153"
430,Furious 7, Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham,Action, Crime, Thriller,353.01,PG-13 ,"401,058"
431,The Mummy, Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo,Action, Adventure, Fantasy,155.25,PG-13 ,"443,983"
432,Wrath of Man, Jason Statham, Holt McCallany, Josh Hartnett, Rocci Boy Williams,Action, Crime, Thriller,27.47,R ,"190,560"
433,Mission: Impossible, Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny,Action, Adventure, Thriller,180.98,PG-13 ,"439,156"
434,Free Guy, Ryan Reynolds, Jodie Comer, Taika Waititi, Lil Rel Howery,Action, Adventure, Comedy,121.63,PG-13 ,"391,376"
435,Dredd, Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood,Action, Crime, Sci-Fi,13.41,R ,"282,881"
436,Everest, Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson,Action, Adventure, Biography,43.48,PG-13 ,"224,186"
437,Tropic Thunder, Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn,Action, Comedy, War,110.52,R ,"429,478"
438,Prey, Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Kipp,Action, Adventure, Drama,Nan,R ,"207,293"
439,Man of Steel, Henry Cavill, Amy Adams, Michael Shannon, Diane Lane,Action, Adventure, Sci-Fi,291.05,PG-13 ,"786,499"
440,Iron Man 3, Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle,Action, Adventure, Sci-Fi,409.01,PG-13 ,"869,826"
441,Shooter, Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover,Action, Drama, Thriller,47.00,R ,"342,400"
442,Pirates of the Caribbean: At World's End, Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush,Action, Adventure, Fantasy,309.42,PG-13 ,"667,351"
443,Blade, Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright,Action, Horror, Sci-Fi,70.09,R ,"284,671"
444,Batman Returns, Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken,Action, Crime, Fantasy,162.83,PG-13 ,"313,910"
445,Snowpiercer, Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris,Action, Drama, Sci-Fi,4.56,R ,"372,184"
446,DC League of Super-Pets, Dwayne Johnson, Kevin Hart, Kate McKinnon, John Krasinski,Animation, Action, Adventure,93.66,PG ,"69,468"
447,American Made, Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons,Action, Comedy, Crime,51.34,R ,"193,569"
448,"I, Robot", Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk,Action, Mystery, Sci-Fi,144.80,PG-13 ,"555,029"
449,WarGames, Matthew Broderick, Ally Sheedy, John Wood, Dabney Coleman,Action, Drama, Sci-Fi,79.57,PG ,"104,482"
450,We Were Soldiers, Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott,Action, Drama, History,78.12,R ,"146,583"
451,Highlander, Christopher Lambert, Sean Connery, Clancy Brown, Roxanne Hart,Action, Adventure, Fantasy,5.90,R ,"140,869"
452,Creed II, Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad,Action, Drama, Sport,115.72,PG-13 ,"144,551"
453,Desperado, Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin,Action, Crime, Thriller,25.63,R ,"191,241"
454,Deepwater Horizon, Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont,Action, Drama, History,61.43,PG-13 ,"174,321"
455,Live Free or Die Hard, Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q,Action, Thriller,Nan,134.53,PG-13 ,"412,557"
456,Flags of Our Fathers, Ryan Phillippe, Barry Pepper, Joseph Cross, Jesse Bradford,Action, Adventure, Drama,33.60,R ,"126,218"
457,The Poseidon Adventure, Gene Hackman, Ernest Borgnine, Shelley Winters, Red Buttons,Action, Adventure, Drama,84.56,PG ,"47,260"
458,Escape from New York, Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence,Action, Adventure, Sci-Fi,25.24,R ,"148,978"
459,Planet Terror, Rose McGowan, Freddy Rodríguez, Josh Brolin, Marley Shelton,Action, Comedy, Horror,Nan,R ,"216,849"
460,Kung Fu Panda 3, Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie,Animation, Action, Adventure,143.53,PG ,"170,224"
461,Allied, Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim,Action, Drama, Romance,40.10,R ,"162,710"
462,No Way Out, Kevin Costner, Gene Hackman, Sean Young, Will Patton,Action, Crime, Drama,35.51,R ,"42,881"
463,Rocky Balboa, Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young,Action, Drama, Sport,70.27,PG ,"224,665"
464,Deja Vu, Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer,Action, Crime, Sci-Fi,64.04,PG-13 ,"317,906"
465,Casualties of War, Michael J. Fox, Sean Penn, Don Harvey, John C. Reilly,Action, Crime, Drama,18.67,R ,"46,326"
466,Three Kings, George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze,Action, Adventure, Comedy,60.65,R ,"175,984"
467,Die Hard 2, Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson,Action, Thriller,Nan,117.54,R ,"370,716"
468,Defiance, Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos,Action, Drama, History,28.64,R ,"152,062"
469,Brawl in Cell Block 99, Vince Vaughn, Jennifer Carpenter, Don Johnson, Udo Kier,Action, Crime, Drama,Nan,Not Rated ,"70,846"
470,Payback, Mel Gibson, Gregg Henry, Maria Bello, David Paymer,Action, Crime, Drama,81.53,R ,"141,529"
471,Enthiran, Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam,Action, Sci-Fi, Thriller,4.37,Not Rated ,"28,680"
472,Ong-Bak: The Thai Warrior, Tony Jaa, Phetthai Vongkumlao, Pumwaree Yodkamol, Suchao Pongwilai,Action, Crime, Thriller,4.56,R ,"76,420"
473,Megan Leavey, Kate Mara, Ramón Rodríguez, Tom Felton, Bradley Whitford,Action, Biography, Drama,13.41,PG-13 ,"25,043"
474,The Girl Who Played with Fire, Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson,Action, Crime, Drama,9.08,R ,"96,846"
475,Mosul, Waleed Elgadi, Suhail Dabbach, Adam Bessa, Is'haq Elias,Action, Drama, War,Nan,TV-MA ,"28,505"
476,District B13, Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri,Action, Crime, Sci-Fi,1.20,R ,"72,090"
477,God Bless America, Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton,Action, Comedy, Crime,0.12,R ,"71,049"
478,In Order of Disappearance, Stellan Skarsgård, Bruno Ganz, Pål Sverre Hagen, Jakob Oftebro,Action, Comedy, Crime,0.05,R ,"28,129"
479,JCVD, Jean-Claude Van Damme, Valérie Bodson, Hervé Sogne, Rock Chen,Action, Comedy, Crime,0.47,R ,"39,637"
480,Kaabil, Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy,Action, Crime, Drama,Nan,Not Rated ,"28,020"
481,Dragon Ball Z: Battle of Gods, Masako Nozawa, Hiromi Tsuru, Ryô Horikawa, Masaharu Satô,Animation, Action, Adventure,2.55,TV-PG ,"28,945"
482,Don, Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Isha Koppikar,Action, Crime, Thriller,0.80,Not Rated ,"38,932"
483,Koi, Hrithik Roshan, Rekha, Preity G Zinta, Rakesh Roshan,Action, Drama, Romance,0.68,Not Rated ,"25,675"
484,Micmacs, Dany Boon, André Dussollier, Nicolas Marié, Yolande Moreau,Action, Comedy, Crime,1.26,R ,"30,803"
485,Fanaa, Aamir Khan, Kajol, Rishi Kapoor, Tabu,Action, Drama, Romance,2.10,Not Rated ,"33,919"
486,Marighella, Seu Jorge, Bruno Gagliasso, Luiz Carlos Vasconcelos, Humberto Carrão,Action, Drama, History,Nan,Nan,"55,587"
487,Gabbar Is Back, Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman,Action, Crime, Drama,Nan,Not Rated ,"25,781"
488,Sisu, Jorma Tommila, Aksel Hennie, Jack Doolan, Mimosa Willamo,Action, War,Nan,Nan,R ,"30,539"
489,Shazam!, Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer,Action, Adventure, Comedy,140.37,PG-13 ,"363,932"
490,Transformers, Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson,Action, Adventure, Sci-Fi,319.25,PG-13 ,"652,136"
491,The Unbearable Weight of Massive Talent, Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan,Action, Comedy, Crime,Nan,R ,"124,185"
492,Fast & Furious 6, Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez,Action, Adventure, Crime,238.68,PG-13 ,"404,408"
493,The Northman, Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke,Action, Adventure, Drama,34.23,R ,"228,529"
494,Jack Reacher, Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog,Action, Mystery, Thriller,80.07,PG-13 ,"350,163"
495,Thor, Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston,Action, Fantasy,Nan,181.03,PG-13 ,"869,417"
496,Underworld, Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen,Action, Fantasy, Thriller,51.97,R ,"277,101"
497,Independence Day, Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell,Action, Adventure, Sci-Fi,306.17,PG-13 ,"586,847"
498,Ant-Man and the Wasp, Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins,Action, Adventure, Comedy,216.65,PG-13 ,"425,560"
499,Constantine, Keanu Reeves, Rachel Weisz, Djimon Hounsou, Shia LaBeouf,Action, Fantasy, Horror,75.98,R ,"358,580"
500,Super 8, Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney,Action, Mystery, Sci-Fi,127.00,PG-13 ,"361,004"
501,Cloverfield, Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller,Action, Adventure, Horror,80.05,PG-13 ,"408,905"
502,World War Z, Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale,Action, Adventure, Horror,202.36,PG-13 ,"687,888"
503,Death Proof, Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito,Action, Thriller,Nan,Nan,R ,"301,019"
504,Star Trek Beyond, Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana,Action, Adventure, Sci-Fi,158.85,PG-13 ,"251,869"
505,Greyhound, Tom Hanks, Elisabeth Shue, Stephen Graham, Matt Helm,Action, Drama, History,Nan,PG-13 ,"103,458"
506,Rush Hour, Jackie Chan, Chris Tucker, Ken Leung, Tom Wilkinson,Action, Comedy, Crime,141.15,PG-13 ,"279,448"
507,Oblivion, Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko,Action, Adventure, Sci-Fi,89.02,PG-13 ,"537,671"
508,Stargate, Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors,Action, Adventure, Sci-Fi,71.57,PG-13 ,"197,218"
509,The Italian Job, Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron,Action, Crime, Thriller,106.13,PG-13 ,"377,353"
510,Smokey and the Bandit, Burt Reynolds, Sally Field, Jerry Reed, Mike Henry,Action, Adventure, Comedy,126.74,PG ,"54,042"
511,Spy, Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham,Action, Comedy,Nan,110.83,R ,"250,411"
512,Sicario: Day of the Soldado, Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan,Action, Crime, Drama,50.07,R ,"156,434"
513,Pitch Black, Radha Mitchell, Cole Hauser, Vin Diesel, Keith David,Action, Horror, Sci-Fi,39.24,R ,"247,060"
514,RED, Bruce Willis, Helen Mirren, Morgan Freeman, Mary-Louise Parker,Action, Comedy, Crime,90.38,PG-13 ,"315,713"
515,Logan Lucky, Channing Tatum, Adam Driver, Daniel Craig, Farrah Mackenzie,Action, Comedy, Crime,27.78,PG-13 ,"155,417"
516,Den of Thieves, Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent,Action, Crime, Drama,44.95,R ,"117,804"
517,Unleashed, Jet Li, Bob Hoskins, Morgan Freeman, Kerry Condon,Action, Crime, Drama,24.52,R ,"105,521"
518,22 Jump Street, Channing Tatum, Jonah Hill, Ice Cube, Nick Offerman,Action, Comedy, Crime,191.72,R ,"389,369"
519,Brotherhood of the Wolf, Samuel Le Bihan, Mark Dacascos, Jérémie Renier, Vincent Cassel,Action, Adventure, Drama,11.26,R ,"68,714"
520,Public Enemies, Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke,Action, Biography, Crime,97.10,R ,"309,888"
521,Bronson, Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker,Action, Crime, Drama,0.10,R ,"135,817"
522,Real Steel, Hugh Jackman, Evangeline Lilly, Dakota Goyo, Anthony Mackie,Action, Drama, Sci-Fi,85.47,PG-13 ,"340,680"
523,The Foreigner, Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy,Action, Thriller,Nan,34.39,R ,"118,477"
524,Chip 'n Dale: Rescue Rangers, Andy Samberg, John Mulaney, KiKi Layne, Will Arnett,Animation, Action, Adventure,Nan,PG ,"43,688"
525,Rambo, Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish,Action, Adventure, Thriller,42.75,R ,"237,741"
526,The Kingdom, Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman,Action, Drama, Thriller,47.54,R ,"128,655"
527,Chronicle, Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly,Action, Drama, Sci-Fi,64.58,PG-13 ,"256,809"
528,Fallen, Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz,Action, Crime, Drama,25.19,R ,"87,161"
529,Body of Lies, Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani,Action, Drama, Thriller,39.39,R ,"233,045"
530,The Last Boy Scout, Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham,Action, Comedy, Crime,59.51,R ,"107,458"
531,Hellboy II: The Golden Army, Ron Perlman, Selma Blair, Doug Jones, John Alexander,Action, Adventure, Fantasy,75.75,PG-13 ,"278,551"
532,Thunderbolt and Lightfoot, Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis,Action, Comedy, Crime,25.00,R ,"26,918"
533,9, Elijah Wood, Jennifer Connelly, Crispin Glover, Christopher Plummer,Animation, Action, Adventure,31.74,PG-13 ,"143,245"
534,A Most Violent Year, Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola,Action, Crime, Drama,5.74,R ,"74,880"
535,Ip Man 4: The Finale, Donnie Yen, Scott Adkins, Danny Kwok-Kwan Chan, Vanness Wu,Action, Biography, Drama,3.96,Not Rated ,"34,530"
536,The Towering Inferno, Paul Newman, Steve McQueen, William Holden, Faye Dunaway,Action, Drama, Thriller,116.00,PG ,"46,083"
537,The Spy Who Loved Me, Roger Moore, Barbara Bach, Curd Jürgens, Richard Kiel,Action, Adventure, Thriller,46.80,PG ,"112,249"
538,Filth, James McAvoy, Jamie Bell, Eddie Marsan, Imogen Poots,Action, Comedy, Crime,0.03,R ,"112,366"
539,Maverick, Mel Gibson, Jodie Foster, James Garner, Graham Greene,Action, Adventure, Comedy,101.63,PG ,"115,223"
540,Spy Game, Robert Redford, Brad Pitt, Catherine McCormack, Stephen Dillane,Action, Crime, Thriller,0.03,R ,"161,093"
541,Taxi, Samy Naceri, Frédéric Diefenthal, Marion Cotillard, Manuela Gourary,Action, Comedy, Crime,0.27,Not Rated ,"86,237"
542,Ichi the Killer, Tadanobu Asano, Nao Ômori, Shin'ya Tsukamoto, Paulyn Sun,Action, Crime, Drama,0.02,R ,"58,079"
543,The War of the Worlds, Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite,Action, Sci-Fi, Thriller,4.36,G ,"37,172"
544,An Action Hero, Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar,Action, Comedy, Crime,Nan,U ,"29,423"
545,Juice, Omar Epps, Tupac Shakur, Jermaine Hopkins, Khalil Kain,Action, Crime, Drama,20.15,R ,"28,631"
546,Son of Rambow, Bill Milner, Will Poulter, Jessica Hynes, Anna Wing,Action, Adventure, Comedy,1.78,PG-13 ,"32,525"
547,Ip Man 3, Donnie Yen, Lynn Xiong, Jin Zhang, Mike Tyson,Action, Biography, Drama,2.68,PG-13 ,"57,889"
548,Dragon: The Bruce Lee Story, Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned,Action, Biography, Drama,35.11,PG-13 ,"31,986"
549,Curse of the Golden Flower, Chow Yun-Fat, Gong Li, Jay Chou, Ye Liu,Action, Drama, Romance,6.57,R ,"45,111"
550,Sultan, Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh,Action, Drama, Romance,6.20,Not Rated ,"48,985"
551,The Protector, Tony Jaa, Nathan Jones, Xing Jin, Phetthai Vongkumlao,Action, Crime, Drama,11.91,R ,"38,160"
552,Kabir Singh, Shahid Kapoor, Kiara Advani, Nikita Dutta, Soham Majumdar,Action, Drama, Romance,Nan,Not Rated ,"35,877"
553,Don 2, Shah Rukh Khan, Florian Lukas, Om Puri, Priyanka Chopra Jonas,Action, Crime, Thriller,3.68,Not Rated ,"55,304"
554,Main Hoon Na, Shah Rukh Khan, Sushmita Sen, Suniel Shetty, Zayed Khan,Action, Comedy, Drama,1.72,Not Rated ,"37,770"
555,The Warlords, Jet Li, Andy Lau, Takeshi Kaneshiro, Jinglei Xu,Action, Adventure, Drama,0.13,R ,"27,377"
556,The Legend Is Born: Ip Man, Yu-Hang To, Yi Huang, Biao Yuen, Siu-Wong Fan,Action, Biography, Drama,Nan,Not Rated ,"32,537"
557,Vikrant Rona, Sudeep, Nirup Bhandari, Neetha Ashok, Jacqueline Fernandez,Action, Crime, Drama,Nan,Not Rated ,"27,943"
558,Top Gun, Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer,Action, Drama,Nan,179.80,PG ,"474,919"
559,The Last Kingdom: Seven Kings Must Die, Mark Rowley, Pekka Strang, Zoltan Andrasi, Ingrid García Jonsson,Action, Drama, History,Nan,TV-MA ,"26,549"
560,Doctor Strange in the Multiverse of Madness, Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong,Action, Adventure, Fantasy,411.33,PG-13 ,"439,549"
561,Game Night, Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan,Action, Adventure, Comedy,69.18,R ,"244,814"
562,Captain America: The First Avenger, Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell,Action, Adventure, Sci-Fi,176.65,PG-13 ,"865,182"
563,Conan the Barbarian, Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman,Action, Adventure, Fantasy,39.57,R ,"155,573"
564,Jumanji: Welcome to the Jungle, Dwayne Johnson, Karen Gillan, Kevin Hart, Jack Black,Action, Adventure, Comedy,404.52,PG-13 ,"397,270"
565,Jurassic World, Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer,Action, Adventure, Sci-Fi,652.27,PG-13 ,"657,277"
566,The Amazing Spider-Man, Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan,Action, Adventure, Sci-Fi,262.03,PG-13 ,"672,995"
567,Star Wars: Episode VIII - The Last Jedi, Daisy Ridley, John Boyega, Mark Hamill, Carrie Fisher,Action, Adventure, Fantasy,620.18,PG-13 ,"648,200"
