,Movie Name,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross Collection,Certification,votes
1335,Star Wars: The Clone Wars, Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein,Animation, Action, Adventure,35.16,PG ,"69,231"
1336,Sanctum, Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh,Action, Adventure, Drama,23.07,R ,"56,445"
1337,The Legend of Zorro, Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes,Action, Adventure, Romance,46.46,PG ,"104,835"
1338,Domino, Keira Knightley, Mickey Rourke, Edgar Ramírez, Rizz Abbasi,Action, Biography, Crime,10.17,R ,"68,364"
1339,Firefox, Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke,Action, Adventure, Thriller,46.71,PG ,"28,378"
1340,Braven, Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang,Action, Thriller,Nan,Nan,R ,"40,806"
1341,The One, Jet Li, Carla Gugino, Delroy Lindo, Jason Statham,Action, Sci-Fi, Thriller,43.91,PG-13 ,"94,009"
1342,Daylight, Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya,Action, Adventure, Drama,33.02,PG-13 ,"74,762"
1343,The Golden Child, Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis,Action, Adventure, Comedy,79.82,PG-13 ,"57,681"
1344,Red Tails, Cuba Gooding Jr., Gerald McRaney, David Oyelowo, Andre Royo,Action, Drama, History,49.88,PG-13 ,"36,343"
1345,The Fan, Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo,Action, Drama, Sport,18.57,R ,"49,965"
1346,Timecop, Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill,Action, Crime, Sci-Fi,44.85,R ,"61,538"
1347,Fatman, Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield,Action, Adventure, Comedy,Nan,R ,"27,811"
1348,Undercover Brother, Eddie Griffin, Denise Richards, Aunjanue Ellis-Taylor, Chris Kattan,Action, Comedy,Nan,38.23,PG-13 ,"35,625"
1349,Gone, Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata,Action, Adventure, Mystery,11.65,PG-13 ,"45,276"
1350,Kidnap, Halle Berry, Sage Correa, Chris McGinn, Lew Temple,Action, Crime, Thriller,30.72,R ,"38,127"
1351,Another 48 Hrs, Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe,Action, Comedy, Crime,80.82,R ,"43,117"
1352,3000 Miles to Graceland, Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater,Action, Comedy, Crime,15.74,R ,"47,778"
1353,Ride Along 2, Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt,Action, Comedy, Crime,91.22,PG-13 ,"60,973"
1354,Fortress, Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.,Action, Crime, Sci-Fi,6.74,R ,"29,643"
1355,Hard Rain, Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver,Action, Crime, Drama,19.82,R ,"36,386"
1356,Men at Work, Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David,Action, Comedy, Crime,16.25,PG-13 ,"25,669"
1357,The Double, Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan,Action, Crime, Drama,Nan,PG-13 ,"31,023"
1358,Tiger Lives, Salman Khan, Katrina Kaif, Anupriya Goenka, Paresh Rawal,Action, Adventure, Thriller,5.56,Not Rated ,"31,036"
1359,Ghosted, Chris Evans, Ana de Armas, Adrien Brody, Mike Moh,Action, Adventure, Comedy,Nan,PG-13 ,"41,559"
1360,The School for Good and Evil, Kit Young, Sophia Anne Caruso, Cate Blanchett, Liam Woon,Action, Comedy, Drama,Nan,PG-13 ,"31,563"
1361,Oldboy, Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley,Action, Drama, Mystery,2.19,R ,"78,302"
1362,Teenage Mutant Ninja Turtles, Megan Fox, Will Arnett, William Fichtner, Noel Fisher,Action, Adventure, Comedy,191.20,PG-13 ,"214,637"
1363,Army of the Dead, Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick,Action, Crime, Drama,1.00,R ,"178,493"
1364,Battleship, Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna,Action, Adventure, Sci-Fi,65.42,PG-13 ,"252,377"
1365,Noah, Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson,Action, Adventure, Drama,101.20,PG-13 ,"260,772"
1366,2012, John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet,Action, Adventure, Sci-Fi,166.11,PG-13 ,"386,349"
1367,Clash of the Titans, Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng,Action, Adventure, Fantasy,163.21,PG-13 ,"287,173"
1368,Mortal Kombat, Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa,Action, Adventure, Fantasy,70.45,PG-13 ,"121,096"
1369,Species, Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina,Action, Horror, Sci-Fi,60.07,R ,"82,400"
1370,The Man from Toronto, Kevin Hart, Woody Harrelson, Jasmine Mathews, Kaley Cuoco,Action, Adventure, Comedy,Nan,PG-13 ,"53,775"
1371,The League of Extraordinary Gentlemen, Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng,Action, Adventure, Fantasy,66.47,PG-13 ,"179,757"
1372,xXx, Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson,Action, Adventure, Thriller,142.11,PG-13 ,"183,018"
1373,End of Days, Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak,Action, Fantasy, Horror,66.89,R ,"113,404"
1374,Cobra, Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson,Action, Crime, Thriller,49.04,R ,"76,512"
1375,Troll, Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen, Gard B. Eidsvold,Action, Adventure, Drama,Nan,TV-14 ,"44,698"
1376,Blade: Trinity, Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds,Action, Horror, Sci-Fi,52.41,R ,"182,690"
1377,Hollow Man, Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens,Action, Horror, Sci-Fi,73.21,R ,"134,499"
1378,Journey to the Center of the Earth, Brendan Fraser, Josh Hutcherson, Aníta Briem, Seth Meyers,Action, Adventure, Family,101.70,PG ,"127,028"
1379,Over the Top, Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt,Action, Drama, Sport,16.06,PG ,"56,820"
1380,RoboCop 2, Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy,Action, Crime, Sci-Fi,45.68,R ,"89,161"
1381,Without Remorse, Michael B. Jordan, Jodie Turner-Smith, Jamie Bell, Guy Pearce,Action, Thriller, War,Nan,R ,"61,115"
1382,Haywire, Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano,Action, Drama, Thriller,18.94,R ,"88,410"
1383,Lake Placid, Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson,Action, Comedy, Horror,31.77,R ,"63,319"
1384,The Mortal Instruments: City of Bones, Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West,Action, Adventure, Fantasy,31.17,PG-13 ,"136,388"
1385,Pride and Prejudice and Zombies, Lily James, Sam Riley, Jack Huston, Bella Heathcote,Action, Comedy, Fantasy,10.91,PG-13 ,"58,402"
1386,Extinction, Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay,Action, Drama, Sci-Fi,Nan,TV-MA ,"55,125"
1387,Wild Hogs, Tim Allen, Martin Lawrence, John Travolta, William H. Macy,Action, Adventure, Comedy,168.27,PG-13 ,"120,929"
1388,Rambo III, Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith,Action, Adventure, Thriller,53.72,R ,"135,539"
1389,Morgan, Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare,Action, Horror, Sci-Fi,3.91,R ,"44,839"
1390,The Host, Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger,Action, Adventure, Drama,26.63,PG-13 ,"116,836"
1391,Straw Dogs, James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods,Action, Drama, Thriller,10.32,R ,"35,166"
1392,1941, John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen,Action, Comedy, War,31.76,PG ,"35,022"
1393,Resident Evil: Afterlife, Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates,Action, Horror, Sci-Fi,60.13,R ,"175,217"
1394,Skyscraper, Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller,Action, Adventure, Thriller,68.42,PG-13 ,"126,784"
1395,Into the Storm, Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon,Action, Adventure, Drama,47.60,PG-13 ,"70,084"
1396,Around the World in 80 Days, Jackie Chan, Steve Coogan, Jim Broadbent, Kathy Bates,Action, Adventure, Comedy,24.01,PG ,"92,267"
1397,The Green Hornet, Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz,Action, Comedy, Crime,98.78,PG-13 ,"162,559"
1398,Hard to Kill, Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin,Action, Crime, Drama,47.41,R ,"31,284"
1399,The Gunman, Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem,Action, Adventure, Crime,10.64,R ,"42,347"
1400,Striking Distance, Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore,Action, Crime, Mystery,23.80,R ,"44,314"
1401,Cirque du Freak: The Vampire's Assistant, Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson,Action, Adventure, Fantasy,14.05,PG-13 ,"47,261"
1402,Reindeer Games, Ben Affleck, Gary Sinise, Charlize Theron, James Frain,Action, Adventure, Crime,23.36,R ,"41,230"
1403,Air America, Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins,Action, Comedy, War,31.05,R ,"29,629"
1404,Sudden Death, Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright,Action, Crime, Thriller,20.35,R ,"35,839"
1405,Bulletproof, Damon Wayans, Adam Sandler, James Caan, Jeep Swenson,Action, Comedy, Crime,21.16,R ,"39,261"
1406,Cradle 2 the Grave, Jet Li, DMX, Mark Dacascos, Anthony Anderson,Action, Crime, Drama,34.71,R ,"45,809"
1407,Firewall, Harrison Ford, Virginia Madsen, Paul Bettany, Carly Schroeder,Action, Crime, Thriller,48.75,PG-13 ,"58,722"
1408,Taxi 3, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling,Action, Comedy, Crime,0.50,Not Rated ,"44,227"
1409,Samrat Prithviraj, Akshay Kumar, Sanjay Dutt, Ashutosh Rana, Manushi Chhillar,Action, Drama, History,Nan,UA ,"53,156"
1410,Murder Mystery 2, Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent,Action, Comedy, Crime,Nan,PG-13 ,"52,969"
1411,Mulan, Liu Yifei, Donnie Yen, Gong Li, Jet Li,Action, Adventure, Drama,Nan,PG-13 ,"152,896"
1412,The Matrix Resurrections, Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff,Action, Sci-Fi,Nan,Nan,R ,"261,386"
1413,Memory, Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres,Action, Crime, Thriller,Nan,R ,"30,351"
1414,Chaos Walking, Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo,Action, Adventure, Fantasy,13.29,PG-13 ,"52,695"
1415,The Three Musketeers, Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich,Action, Adventure, Fantasy,20.38,PG-13 ,"109,900"
1416,Escape Room: Tournament of Champions, Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel,Action, Adventure, Horror,25.19,PG-13 ,"51,907"
1417,Mechanic: Resurrection, Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh,Action, Adventure, Crime,21.22,R ,"88,584"
1418,Planet of the Apes, Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan,Action, Adventure, Sci-Fi,180.01,PG-13 ,"223,670"
1419,X-Men: Dark Phoenix, James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult,Action, Adventure, Sci-Fi,65.85,PG-13 ,"194,595"
1420,G, Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje,Action, Adventure, Sci-Fi,152.27,PG-13 ,"211,963"
1421,Fantastic Four, Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba,Action, Adventure, Fantasy,154.70,PG-13 ,"336,083"
1422,Bloodshot, Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell,Action, Adventure, Sci-Fi,12.56,PG-13 ,"81,191"
1423,G, Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun,Action, Adventure, Sci-Fi,122.52,PG-13 ,"184,494"
1424,Samaritan, Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco,Action, Drama, Fantasy,Nan,PG-13 ,"50,360"
1425,Freddy vs, Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena,Action, Horror,Nan,82.62,R ,"122,910"
1426,Underworld: Blood Wars, Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver,Action, Adventure, Fantasy,30.35,R ,"78,403"
1427,Lara Croft: Tomb Raider, Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor,Action, Adventure, Fantasy,131.14,PG-13 ,"213,850"
1428,Buffy the Vampire Slayer, Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer,Action, Comedy, Fantasy,16.62,PG-13 ,"46,982"
1429,Journey 2: The Mysterious Island, Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán,Action, Adventure, Comedy,103.86,PG ,"107,976"
1430,Crocodile Dundee II, Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo,Action, Adventure, Comedy,109.31,PG ,"59,159"
1431,Allegiant, Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts,Action, Adventure, Mystery,66.18,PG-13 ,"127,598"
1432,Pan, Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara,Action, Adventure, Comedy,35.09,PG ,"65,900"
1433,Hitman: Agent 47, Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds,Action, Crime, Thriller,22.47,R ,"93,320"
1434,Only God Forgives, Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown,Action, Crime, Drama,0.78,R ,"115,106"
1435,Fool's Gold, Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena,Action, Adventure, Comedy,70.23,PG-13 ,"82,101"
1436,The Do-Over, Adam Sandler, David Spade, Paula Patton, Kathryn Hahn,Action, Adventure, Comedy,Nan,TV-MA ,"48,918"
1437,Poseidon, Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas,Action, Adventure, Thriller,60.67,PG-13 ,"107,370"
1438,Wrath of the Titans, Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes,Action, Adventure, Fantasy,83.67,PG-13 ,"192,258"
1439,Cooties, Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer,Action, Comedy, Horror,0.06,R ,"27,215"
1440,Escape from L, Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer,Action, Adventure, Sci-Fi,25.48,R ,"77,622"
1441,The Darkest Minds, Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson,Action, Adventure, Drama,12.70,PG-13 ,"33,987"
1442,Gamer, Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta,Action, Sci-Fi, Thriller,20.49,R ,"137,359"
1443,Ben-Hur, Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi,Action, Drama, Romance,26.41,PG-13 ,"45,408"
1444,Priest, Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban,Action, Fantasy, Horror,29.14,PG-13 ,"121,885"
1445,Gemini Man, Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong,Action, Sci-Fi, Thriller,48.55,PG-13 ,"116,773"
1446,Cutthroat Island, Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin,Action, Adventure, Comedy,10.02,PG-13 ,"29,343"
1447,Battle Los Angeles, Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez,Action, Adventure, Sci-Fi,83.55,PG-13 ,"182,582"
1448,Race to Witch Mountain, Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig,Action, Adventure, Family,67.17,PG ,"61,407"
1449,Sabotage, Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams,Action, Crime, Drama,10.51,R ,"64,900"
1450,Mighty Joe Young, Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth,Action, Adventure, Family,50.63,PG ,"29,977"
1451,Beckett, John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander,Action, Crime, Drama,Nan,TV-MA ,"27,280"
1452,Bullet to the Head, Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang,Action, Crime, Thriller,9.48,R ,"51,159"
1453,Hudson Hawk, Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn,Action, Adventure, Comedy,17.22,R ,"58,206"
1454,Drillbit Taylor, Owen Wilson, Josh Peck, Alex Frost, Nate Hartley,Action, Comedy, Crime,32.85,PG-13 ,"61,449"
1455,Red Planet, Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt,Action, Sci-Fi, Thriller,18.00,PG-13 ,"59,051"
1456,Close, Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse,Action, Drama, Thriller,Nan,TV-MA ,"25,944"
1457,Nowhere to Run, Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine,Action, Drama, Romance,22.19,R ,"25,249"
1458,Money Train, Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake,Action, Comedy, Crime,35.32,R ,"42,117"
1459,Bandidas, Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam,Action, Comedy, Crime,Nan,PG-13 ,"36,380"
1460,The Art of War, Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer,Action, Adventure, Crime,30.21,R ,"30,422"
1461,Armored, Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno,Action, Crime, Thriller,15.99,PG-13 ,"31,340"
1462,The Mother, Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes,Action, Thriller,Nan,Nan,R ,"31,816"
1463,Jurassic World: Dominion, Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill,Action, Adventure, Sci-Fi,376.85,PG-13 ,"184,218"
1464,The Meg, Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis,Action, Horror, Sci-Fi,143.01,PG-13 ,"180,650"
1465,Transformers: Age of Extinction, Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci,Action, Adventure, Sci-Fi,245.44,PG-13 ,"321,185"
1466,Pixels, Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage,Action, Comedy, Fantasy,78.75,PG-13 ,"150,676"
1467,Strange World, Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid,Animation, Action, Adventure,Nan,PG ,"40,253"
1468,Beast, Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi,Action, Adventure, Drama,31.85,R ,"34,231"
1469,Last Seen Alive, Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry,Action, Mystery, Thriller,Nan,R ,"25,499"
1470,Charlie's Angels, Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray,Action, Adventure, Comedy,125.31,PG-13 ,"191,277"
1471,Men in Black: International, Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson,Action, Adventure, Comedy,80.00,PG-13 ,"139,624"
1472,Hulk, Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas,Action, Sci-Fi,Nan,132.18,PG-13 ,"272,777"
1473,Alexander, Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie,Action, Biography, Drama,34.30,R ,"172,954"
1474,Spy Kids, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,112.72,PG ,"121,844"
1475,Fantastic Four: Rise of the Silver Surfer, Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis,Action, Adventure, Fantasy,131.92,PG ,"271,219"
1476,Judge Dredd, Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow,Action, Crime, Sci-Fi,34.69,R ,"121,315"
1477,You Don't Mess with the Zohan, Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson,Action, Comedy,Nan,100.02,PG-13 ,"207,696"
1478,The Dark Tower, Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert,Action, Adventure, Fantasy,50.70,PG-13 ,"142,015"
1479,The Pacifier, Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett,Action, Comedy, Drama,113.09,PG ,"97,646"
1480,Assassin's Creed, Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson,Action, Adventure, Sci-Fi,54.65,PG-13 ,"203,189"
1481,Alien vs, Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner,Action, Adventure, Horror,80.28,PG-13 ,"205,738"
1482,Pacific Rim: Uprising, John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman,Action, Adventure, Fantasy,59.87,PG-13 ,"121,334"
1483,The Specialist, Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger,Action, Drama, Thriller,57.36,R ,"67,929"
1484,R, Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon,Action, Adventure, Comedy,33.62,PG-13 ,"139,724"
1485,Johnny Mnemonic, Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T,Action, Drama, Sci-Fi,19.08,R ,"73,974"
1486,Wild Card, Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia,Action, Crime, Drama,0.00,R ,"57,800"
1487,Machete Kills, Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba,Action, Crime, Thriller,8.01,R ,"80,694"
1488,Jay and Silent Bob Reboot, Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader,Action, Adventure, Comedy,Nan,R ,"27,160"
1489,Timeline, Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor,Action, Adventure, Sci-Fi,19.48,PG-13 ,"64,542"
1490,Jolt, Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale,Action, Comedy, Crime,Nan,R ,"33,222"
1491,The Ice Road, Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder,Action, Adventure, Thriller,Nan,PG-13 ,"43,955"
1492,Brahmastra Part One: Shiva, Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni,Action, Adventure, Fantasy,Nan,M ,"108,611"
1493,Raw Deal, Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar,Action, Crime, Thriller,16.21,R ,"35,946"
1494,Double Impact, Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson,Action, Crime,Nan,30.10,R ,"42,330"
1495,Hold the Dark, Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough,Action, Crime, Drama,Nan,TV-MA ,"38,919"
1496,The Marksman, Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba,Action, Drama, Thriller,Nan,PG-13 ,"40,157"
1497,Chain Reaction, Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward,Action, Drama, Sci-Fi,21.23,PG-13 ,"54,084"
1498,National Security, Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke,Action, Comedy, Crime,36.38,PG-13 ,"52,493"
1499,MacGruber, Will Forte, Kristen Wiig, Val Kilmer, Ryan Phillippe,Action, Comedy,Nan,8.46,R ,"46,395"
1500,Brick Mansions, Paul Walker, David Belle, RZA, Goûchy Boy,Action, Crime, Thriller,20.40,PG-13 ,"43,271"
1501,The Skulls, Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb,Action, Crime, Drama,35.05,PG-13 ,"33,017"
1502,The Pink Panther 2, Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia,Action, Adventure, Comedy,35.92,PG ,"46,695"
1503,The Contract, John Cusack, Morgan Freeman, Jamie Anderson, Alice Krige,Action, Crime, Drama,Nan,R ,"25,560"
1504,Survivor, Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace,Action, Crime, Thriller,Nan,PG-13 ,"34,685"
1505,The Quest, Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn,Action, Adventure, Drama,21.60,PG-13 ,"27,047"
1506,Exit Wounds, Steven Seagal, DMX, Isaiah Washington, Anthony Anderson,Action, Crime, Thriller,51.76,R ,"36,200"
1507,Fire with Fire, Josh Duhamel, Bruce Willis, Rosario Dawson, Vincent D'Onofrio,Action, Thriller,Nan,Nan,R ,"27,089"
1508,Bad Company, Anthony Hopkins, Chris Rock, Matthew Marsh, Gabriel Macht,Action, Comedy, Thriller,30.16,PG-13 ,"49,026"
1509,12 Rounds, John Cena, Ashley Scott, Aidan Gillen, Steve Harris,Action, Crime, Thriller,12.23,PG-13 ,"29,713"
1510,Sleepless, Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union,Action, Thriller,Nan,20.78,R ,"33,416"
1511,Metro, Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans,Action, Comedy, Crime,31.99,R ,"28,335"
1512,Bang Bang, Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa,Action, Adventure, Comedy,2.55,Not Rated ,"25,081"
1513,Once There Was a Tiger, Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth,Action, Adventure, Romance,2.35,Not Rated ,"36,242"
1514,Baywatch, Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas,Action, Comedy, Crime,58.06,R ,"193,647"
1515,Willy's Wonderland, Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz,Action, Comedy, Horror,Nan,16+ ,"33,027"
1516,The Core, Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood,Action, Adventure, Sci-Fi,31.19,PG-13 ,"104,286"
1517,The 355, Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger,Action, Thriller,Nan,Nan,PG-13 ,"33,102"
1518,George of the Jungle, Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree,Action, Adventure, Comedy,105.26,PG ,"81,683"
1519,Green Lantern, Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong,Action, Adventure, Sci-Fi,116.60,PG-13 ,"289,957"
1520,The Cloverfield Paradox, Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz,Action, Adventure, Horror,Nan,PG-13 ,"108,969"
1521,The Scorpion King, Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu,Action, Adventure, Fantasy,91.05,PG-13 ,"141,969"
1522,Sweet Girl, Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Adria Arjona,Action, Drama, Thriller,Nan,R ,"33,501"
1523,Snakes on a Plane, Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard,Action, Adventure, Crime,34.02,R ,"142,010"
